name,category,star_rating,visitor_reviews,blog_reviews,address
토핑몬스터피자 대연점,음식점,별점 없음,2,0,부산 남구 유엔로 131 1층
프레드피자 대연점,음식점,별점 없음,214,0,부산 남구 유엔평화로4번길 60 1층 101호
벤베커 부산광안리점,음식점,별점 없음,"1,987",0,부산 수영구 광남로48번길 25 1층
아일드블루,음식점,4.53,"1,831",0,부산 수영구 광안해변로 125 우진빌딩 3층 아일드블루
"굽네치킨 대연1,4동점",음식점,4.46,146,0,부산 남구 석포로 121 1층 굽네치킨
굽네치킨 대연동점,음식점,별점 없음,2,0,부산 남구 석포로 121
킨키,음식점,4.9,"1,498",0,부산 수영구 남천동로108번길 46 2층 전층
인쌩맥주 부산경성대점,음식점,별점 없음,461,0,부산 남구 용소로13번길 12 1층 인쌩맥주 부산경성대점
동네포차주민 경성대점,음식점,별점 없음,118,0,부산 남구 용소로13번길 17 2층
뎅기피버,음식점,별점 없음,139,0,부산 남구 용소로13번길 31 2층
W 옵스 드마히니,음식점,별점 없음,"1,752",0,부산 남구 분포로 145 스퀘어동 2층 2022호
빕스 부산W스퀘어점,음식점,별점 없음,1,0,부산 남구 분포로 145 A동 2층 2037호
이삭토스트 LG메트로시티점,음식점,별점 없음,340,0,부산 남구 분포로 111 1001동 103호
씨네마맥주 부산 수영구청점,음식점,4.65,267,0,부산 수영구 남천동로9번길 63 1층
우마이크레페,음식점,4.92,747,0,부산 남구 진남로 55 1층 102호
본스치킨 광안리점,음식점,별점 없음,334,0,부산 수영구 광안해변로 159 2층
앙시앙,음식점,별점 없음,"2,126",0,부산 수영구 광남로 77 1층
KFC 경성대부경대,음식점,별점 없음,"3,932",0,부산 남구 수영로 324 리마크빌대연 주상복합 1층
맘스터치 부경대점,음식점,별점 없음,374,0,부산 남구 용소로21번길 62
맘스터치 용호자이점,음식점,4.4,454,0,부산 남구 신선로 566 401동 149호
맘스터치 대연점,음식점,별점 없음,557,0,부산 남구 수영로 239 2층
맥도날드 부산황령DT점,음식점,4.5,"8,259",0,부산 남구 황령대로 374
맥도날드 부산동명대DT점,음식점,별점 없음,"9,124",0,부산 남구 신선로 424 맥도날드 부산 동명대점
태연옥,음식점,별점 없음,31,0,부산 남구 유엔평화로 26 1층 103호
1953형제돼지국밥 광안리점,음식점,4.85,"3,625",0,부산 수영구 남천바다로 17 1층
알천순대곱창전골전문점,음식점,별점 없음,"3,887",0,부산 남구 용소로7번길 88
소각 대연점,음식점,4.89,"5,704",0,부산 남구 유엔평화로 10 1층
전남친순대 용호점,음식점,별점 없음,8,0,부산 남구 분포로 61 1층 116호
시티원그늘집,음식점,별점 없음,9,0,부산 남구 신선로 468 1층
왕언니돼지국밥,음식점,별점 없음,156,0,부산 남구 용호로 66 1층일부
식복 돼지국밥,음식점,별점 없음,617,0,부산 수영구 수영로 468-1
시락국밥 시골집,음식점,별점 없음,7,0,부산 남구 용호로90번길 16
소묵고국밥묵고,음식점,별점 없음,36,0,부산 남구 천제등로 29
청화백돼지국밥 광안리본점,음식점,4.8,"3,961",0,부산 수영구 남천바다로 18 1층 101호
이기대돼지국밥,음식점,별점 없음,268,0,부산 남구 용호로 98 은하모텔
남천정원식당,음식점,4.39,909,0,부산 수영구 남천바다로10번길 41
한우소머리국밥,음식점,별점 없음,2,0,부산 남구 용호로110번길 31
달인국밥,음식점,별점 없음,29,0,부산 남구 유엔로 124 1층
2인분 봉지국밥,음식점,별점 없음,2,0,부산 남구 유엔로120번길 17
기장첫냉면 광안리본점,음식점,별점 없음,730,0,부산 수영구 남천바다로 18 1층 102호
소머리곰탕선지국밥,음식점,별점 없음,1,0,부산 남구 석포로117번길 10
THE순대,음식점,별점 없음,0,0,부산 남구 동명로145번길 92
진주돼지국밥,음식점,별점 없음,6,0,부산 남구 석포로127번길 93
국제시장국밥대연점,음식점,별점 없음,24,0,부산 남구 석포로127번길 93
시장통칼국수,음식점,별점 없음,537,0,부산 남구 수영로219번길 26
온기한잔,음식점,4.95,158,0,부산 남구 용소로8번길 50 1층 온기한잔
동백,음식점,4.89,957,0,"부산 남구 용소로19번길 19 1층 102호, 103호"
올바로갈비 경성대부경대점,음식점,4.86,"1,056",0,부산 남구 용소로13번길 42 1층
문화골목 노가다,음식점,별점 없음,173,0,부산 남구 용소로13번길 38-1 문화골목 2층
천탁 본점,음식점,별점 없음,540,0,부산 남구 용소로8번길 46 천탁
구도로통닭 부산경성대점,음식점,별점 없음,576,0,부산 남구 수영로322번길 18 1층
